Date,CHF
2002-03-19 00:00:00+00:00,-0.00033123
2002-03-20 00:00:00+00:00,0.00248616
2002-03-21 00:00:00+00:00,-0.00181878
2002-03-22 00:00:00+00:00,-0.00579742
2002-03-25 00:00:00+00:00,0.00066644
2002-03-26 00:00:00+00:00,-0.00116550
2002-03-27 00:00:00+00:00,-0.00566778
2002-03-28 00:00:00+00:00,-0.00368818
2002-04-01 00:00:00+00:00,0.01362965
2002-04-02 00:00:00+00:00,-0.00166003
2002-04-03 00:00:00+00:00,0.00332557
2002-04-04 00:00:00+00:00,-0.00381190
2002-04-05 00:00:00+00:00,0.00000000
2002-04-08 00:00:00+00:00,-0.00648811
2002-04-09 00:00:00+00:00,0.00586068
2002-04-10 00:00:00+00:00,-0.00066589
2002-04-11 00:00:00+00:00,0.00449775
2002-04-12 00:00:00+00:00,-0.00414594
2002-04-15 00:00:00+00:00,-0.00033306
2002-04-16 00:00:00+00:00,0.00133267
2002-04-17 00:00:00+00:00,0.00715355
2002-04-18 00:00:00+00:00,0.00280806
2002-04-19 00:00:00+00:00,0.00197677
2002-04-22 00:00:00+00:00,-0.00378119
2002-04-23 00:00:00+00:00,0.00000000
2002-04-24 00:00:00+00:00,0.00478564
2002-04-25 00:00:00+00:00,0.00853982
2002-04-26 00:00:00+00:00,0.00358248
2002-04-29 00:00:00+00:00,0.00275840
2002-04-30 00:00:00+00:00,0.00291262
2002-05-01 00:00:00+00:00,0.00758309
2002-05-02 00:00:00+00:00,-0.00464371
2002-05-03 00:00:00+00:00,0.01383526
2002-05-06 00:00:00+00:00,-0.00047604
2002-05-07 00:00:00+00:00,-0.00047627
2002-05-08 00:00:00+00:00,-0.01143583
2002-05-09 00:00:00+00:00,0.00578406
2002-05-10 00:00:00+00:00,0.00415335
2002-05-13 00:00:00+00:00,-0.00206809
2002-05-14 00:00:00+00:00,-0.01227483
2002-05-15 00:00:00+00:00,0.01129761
