Date,SMI-MID
2008-04-03 00:00:00+00:00,-0.02328606
2008-04-04 00:00:00+00:00,0.01371098
2008-04-07 00:00:00+00:00,0.01361434
2008-04-08 00:00:00+00:00,-0.03140656
2008-04-09 00:00:00+00:00,-0.02498696
2008-04-10 00:00:00+00:00,-0.02389874
2008-04-11 00:00:00+00:00,-0.03410765
2008-04-14 00:00:00+00:00,-0.01955319
2008-04-15 00:00:00+00:00,0.00646043
2008-04-16 00:00:00+00:00,0.04417768
2008-04-17 00:00:00+00:00,0.00203718
2008-04-18 00:00:00+00:00,0.04316849
2008-04-21 00:00:00+00:00,-0.02370467
2008-04-22 00:00:00+00:00,0.02450440
2008-04-23 00:00:00+00:00,0.01240093
2008-04-24 00:00:00+00:00,-0.01249562
2008-04-25 00:00:00+00:00,0.03735467
2008-04-28 00:00:00+00:00,0.01964709
