Date,NIKKEI400
2017-04-26 00:00:00+00:00,0.01212789
2017-04-27 00:00:00+00:00,0.00108932
2017-04-28 00:00:00+00:00,-0.00725426
2017-05-01 00:00:00+00:00,0.00511509
2017-05-02 00:00:00+00:00,0.01017812
2017-05-08 00:00:00+00:00,0.01871177
2017-05-09 00:00:00+00:00,-0.00105970
2017-05-10 00:00:00+00:00,0.00106082
2017-05-11 00:00:00+00:00,0.00070646
2017-05-12 00:00:00+00:00,-0.00423579
2017-05-15 00:00:00+00:00,0.00248139
2017-05-16 00:00:00+00:00,-0.00141443
2017-05-17 00:00:00+00:00,-0.00566572
2017-05-18 00:00:00+00:00,-0.01103989
2017-05-19 00:00:00+00:00,0.00288081
2017-05-22 00:00:00+00:00,0.00574506
2017-05-23 00:00:00+00:00,0.00000000
2017-05-24 00:00:00+00:00,0.00357015
2017-05-25 00:00:00+00:00,0.00177873
2017-05-26 00:00:00+00:00,-0.00497159
2017-05-29 00:00:00+00:00,-0.00071378
2017-05-30 00:00:00+00:00,0.00107143
2017-05-31 00:00:00+00:00,-0.00249732
2017-06-01 00:00:00+00:00,0.01216023
2017-06-02 00:00:00+00:00,0.05547367
2017-06-05 00:00:00+00:00,-0.00521739
2017-06-06 00:00:00+00:00,-0.02127660
2017-06-07 00:00:00+00:00,0.00351124
2017-06-08 00:00:00+00:00,-0.00774103
2017-06-09 00:00:00+00:00,0.00035411
2017-06-12 00:00:00+00:00,0.00106195
2017-06-13 00:00:00+00:00,0.00318246
2017-06-14 00:00:00+00:00,-0.00105746
2017-06-15 00:00:00+00:00,-0.00388144
2017-06-16 00:00:00+00:00,0.00673043
2017-06-19 00:00:00+00:00,0.00351865
2017-06-20 00:00:00+00:00,0.00736325
2017-06-21 00:00:00+00:00,-0.00313261
2017-06-22 00:00:00+00:00,-0.00209497
2017-06-23 00:00:00+00:00,0.00104969
2017-06-26 00:00:00+00:00,0.00069906
2017-06-27 00:00:00+00:00,0.00209570
2017-06-28 00:00:00+00:00,0.00348554
2017-06-29 00:00:00+00:00,0.00416811
2017-06-30 00:00:00+00:00,-0.00726392
2017-07-03 00:00:00+00:00,0.00383275
2017-07-04 00:00:00+00:00,-0.00451232
2017-07-05 00:00:00+00:00,0.00557880
2017-07-06 00:00:00+00:00,-0.00346741
2017-07-07 00:00:00+00:00,-0.00347947
2017-07-10 00:00:00+00:00,0.00558659
2017-07-11 00:00:00+00:00,0.00659722
2017-07-12 00:00:00+00:00,-0.00758882
2017-07-13 00:00:00+00:00,0.00208551
2017-07-14 00:00:00+00:00,0.00381547
2017-07-18 00:00:00+00:00,-0.00483760
2017-07-19 00:00:00+00:00,0.00104167
2017-07-20 00:00:00+00:00,0.00554977
2017-07-21 00:00:00+00:00,0.00000000
2017-07-24 00:00:00+00:00,-0.00724388
2017-07-25 00:00:00+00:00,-0.00347464
2017-07-26 00:00:00+00:00,0.00488145
2017-07-27 00:00:00+00:00,0.00173491
2017-07-28 00:00:00+00:00,-0.00173190
2017-07-31 00:00:00+00:00,0.00000000
2017-08-01 00:00:00+00:00,0.00589868
2017-08-02 00:00:00+00:00,0.00344947
2017-08-03 00:00:00+00:00,-0.00137504
2017-08-04 00:00:00+00:00,-0.00034423
