Date,FTSEVIET
2023-10-25 00:00:00+00:00,0.01189591
2023-10-26 00:00:00+00:00,-0.05854222
2023-10-27 00:00:00+00:00,-0.01279513
2023-10-30 00:00:00+00:00,-0.08124981
2023-10-31 00:00:00+00:00,-0.01761322
2023-11-01 00:00:00+00:00,0.01555166
2023-11-02 00:00:00+00:00,0.04252050
2023-11-03 00:00:00+00:00,0.00518725
2023-11-04 00:00:00+00:00,0.00279902
2023-11-06 00:00:00+00:00,0.07043751
2023-11-07 00:00:00+00:00,-0.01194969
2023-11-08 00:00:00+00:00,0.03690791
2023-11-09 00:00:00+00:00,0.00381970
2023-11-10 00:00:00+00:00,-0.00523505
2023-11-13 00:00:00+00:00,0.01404576
2023-11-14 00:00:00+00:00,0.00310951
2023-11-15 00:00:00+00:00,0.01577663
2023-11-16 00:00:00+00:00,-0.00071013
2023-11-20 00:00:00+00:00,-0.02872157
2023-11-21 00:00:00+00:00,0.00944031
2023-11-22 00:00:00+00:00,0.00098556
2023-11-23 00:00:00+00:00,-0.02966272
2023-11-24 00:00:00+00:00,-0.00365944
2023-11-27 00:00:00+00:00,-0.00895348
2023-11-28 00:00:00+00:00,0.00667212
2023-11-29 00:00:00+00:00,0.00853044
2023-11-30 00:00:00+00:00,0.00730832
2023-12-01 00:00:00+00:00,0.01011269
2023-12-04 00:00:00+00:00,0.03654747
2023-12-05 00:00:00+00:00,-0.02113809
2023-12-06 00:00:00+00:00,0.01560474
2023-12-07 00:00:00+00:00,-0.01497930
2023-12-08 00:00:00+00:00,0.00252740
2023-12-11 00:00:00+00:00,0.02024668
2023-12-12 00:00:00+00:00,-0.00312213
2023-12-13 00:00:00+00:00,-0.02729403
2023-12-14 00:00:00+00:00,-0.01284813
2023-12-15 00:00:00+00:00,0.00025843
2023-12-18 00:00:00+00:00,-0.03338768
2023-12-19 00:00:00+00:00,0.01250421
2023-12-20 00:00:00+00:00,0.01242002
2023-12-21 00:00:00+00:00,-0.00549573
2023-12-22 00:00:00+00:00,0.00429468
2023-12-25 00:00:00+00:00,0.02509442
2023-12-26 00:00:00+00:00,0.01389699
2023-12-27 00:00:00+00:00,-0.00087949
2023-12-28 00:00:00+00:00,0.02001389
2023-12-29 00:00:00+00:00,0.00136453
2023-12-30 00:00:00+00:00,-0.00422136
2024-01-02 00:00:00+00:00,-0.00575791
2024-01-03 00:00:00+00:00,-0.00031262
2024-01-04 00:00:00+00:00,0.02008623
2024-01-05 00:00:00+00:00,-0.00400642
2024-01-08 00:00:00+00:00,0.01035921
2024-01-09 00:00:00+00:00,-0.00363802
2024-01-10 00:00:00+00:00,-0.00571450
2024-01-11 00:00:00+00:00,0.00208889
2024-01-12 00:00:00+00:00,-0.00684908
2024-01-15 00:00:00+00:00,-0.02881671
2024-01-16 00:00:00+00:00,0.00138655
2024-01-17 00:00:00+00:00,0.00832998
2024-01-18 00:00:00+00:00,0.00713777
2024-01-19 00:00:00+00:00,0.00764168
2024-01-22 00:00:00+00:00,0.02690774
2024-01-23 00:00:00+00:00,-0.00526806
2024-01-24 00:00:00+00:00,-0.00014925
2024-01-25 00:00:00+00:00,-0.00694669
2024-01-29 00:00:00+00:00,-0.01406888
2024-01-30 00:00:00+00:00,0.00080668
2024-01-31 00:00:00+00:00,-0.01130974
2024-02-01 00:00:00+00:00,0.01113746
2024-02-02 00:00:00+00:00,0.00375694
2024-02-05 00:00:00+00:00,-0.00237324
